List,Order,Item,Context,Box,Gender,Condition,BoxName,GenderName,FirstDisplay,SecondDisplay
3,6,P6,The waiter is on number 5 and he is below the pipe.,1,,,,,P6_1.jpg,P6_2.jpg
3,7,X62,The teacher is on Number 5.,1,,,,,X62_9_1.jpg,X62_9_2.jpg
3,8,22,The grandfather below the girl is on Number 4.,1,1,4,one box,mismatch,E22_4_1.jpg,E22_4_2.jpg
3,9,X20,The diamond is next to the earth.,2,,,,,X20_9_1.jpg,X20_9_2.jpg
3,10,X41,"On Number 5, there is a helmet.",1,,,,,X41_9_1.jpg,X41_9_2.jpg
3,11,25,The fairy below the queen is on Number 4.,2,0,1,two boxes,match,E25_1_1.jpg,E25_1_2.jpg
3,12,P5,The tractor below the wheelbarrow is on Number 4.,2,,,,,P5_1.jpg,P5_2.jpg
3,13,37,The barber next to the bride is on Number 3.,2,1,2,two boxes,mismatch,E37_2_1.jpg,E37_2_2.jpg
3,14,X69,"The surgeon and the hamster are above the pot, which is on Number 4.",1,,,,,X69_9_1.jpg,X69_9_2.jpg
3,15,24,The cashier next to the princess is on Number 2.,1,0,3,one box,match,E24_3_1.jpg,E24_3_2.jpg
3,16,X27,The olive is above the cat.,2,,,,,X27_9_1.jpg,X27_9_2.jpg
3,17,X55,There is a pineapple on Number 3.,1,,,,,X55_9_1.jpg,X55_9_2.jpg
3,18,15,The priest next to the makeup artist is on Number 5.,2,1,2,two boxes,mismatch,E15_2_1.jpg,E15_2_2.jpg
3,19,X31,The socket is next to the detective.,1,,,,,X31_9_1.jpg,X31_9_2.jpg
3,20,X15,"The moon is on Number 1, above the camera and the train.",2,,,,,X15_9_1.jpg,X15_9_2.jpg
3,21,31,The ballerina next to the sheriff is on Number 6.,1,1,4,one box,mismatch,E31_4_1.jpg,E31_4_2.jpg
3,22,X02,The keyboard is on Number 3.,1,,,,,X02_9_1.jpg,X02_9_2.jpg
3,23,X52,"Below the goat, the dog is on Number 5.",2,,,,,X52_9_1.jpg,X52_9_2.jpg
3,24,4,The bricklayer below the prince is on Number 4.,1,0,3,one box,match,E04_3_1.jpg,E04_3_2.jpg
3,25,X26,On Number 3 there is a broom.,1,,,,,X26_9_1.jpg,X26_9_2.jpg
3,26,X08,"The spoon is on Number 2, above the sheep.",2,,,,,X08_9_1.jpg,X08_9_2.jpg
3,27,2,The sailor above the king is on Number 2.,2,0,1,two boxes,match,E02_1_1.jpg,E02_1_2.jpg
3,28,X80,The daisy is next to the lifeguard.,2,,,,,X80_9_1.jpg,X80_9_2.jpg
3,29,X13,The comb is on Number 3.,1,,,,,X13_9_1.jpg,X13_9_2.jpg
3,30,5,The secretary below the knight is on Number 6.,2,1,2,two boxes,mismatch,E05_2_1.jpg,E05_2_2.jpg
3,31,X32,There is a giraffe on the same line as the van.,2,,,,,X32_9_1.jpg,X32_9_2.jpg
3,32,X24,The book is on Number 4.,1,,,,,X24_9_1.jpg,X24_9_2.jpg
3,33,40,The groom next to the barber is on Number 3.,2,0,1,two boxes,match,E40_1_1.jpg,E40_1_2.jpg
3,34,X40,"There is a swing above the thief, and it is on Number 1.",1,,,,,X40_9_1.jpg,X40_9_2.jpg
3,35,X21,The interphone is on Number 3.,2,,,,,X21_9_1.jpg,X21_9_2.jpg
3,36,3,The girl next to the grandmother is on Number 1.,1,0,3,one box,match,E03_3_1.jpg,E03_3_2.jpg
3,37,X79,The envelope is on Number 5.,1,,,,,X79_9_1.jpg,X79_9_2.jpg
3,38,X22,"The ladybug is on Number 2, above the headphones and the canary.",2,,,,,X22_9_1.jpg,X22_9_2.jpg
3,39,18,The dressmaker above the general is on Number 3.,1,1,4,one box,mismatch,E18_4_1.jpg,E18_4_2.jpg
3,40,X19,The turtle is on Number 5 and it is next to the gardener.,1,,,,,X19_9_1.jpg,X19_9_2.jpg
3,41,X56,"The pilot is below the carrot, and he is on Number 6.",2,,,,,X56_9_1.jpg,X56_9_2.jpg
3,42,16,The footballer above the soldier is on Number 1.,1,0,3,one box,match,E16_3_1.jpg,E16_3_2.jpg
3,43,X25,On Number 5 there is a phone.,1,,,,,X25_9_1.jpg,X25_9_2.jpg
3,44,X10,"The doll is on Number 6, on the same line as the electrician.",2,,,,,X10_9_1.jpg,X10_9_2.jpg
3,45,36,The florist below the witch is on Number 4.,2,0,1,two boxes,match,E36_1_1.jpg,E36_1_2.jpg
3,46,X28,On Number 3 there is a bag.,1,,,,,X28_9_1.jpg,X28_9_2.jpg
3,47,X72,The kennel is next to the rooster and it is on Number 6.,2,,,,,X72_9_1.jpg,X72_9_2.jpg
3,48,7,The king above the fairy is on Number 1.,2,1,2,two boxes,mismatch,E07_2_1.jpg,E07_2_2.jpg
3,49,X30,"The shower is on Number 4, below the pharaoh.",1,,,,,X30_9_1.jpg,X30_9_2.jpg
3,50,X16,There is a croissant on Number 5.,1,,,,,X16_9_1.jpg,X16_9_2.jpg
3,51,11,The grandmother below the boy is on Number 5.,1,1,4,one box,mismatch,E11_4_1.jpg,E11_4_2.jpg
3,52,X53,"The folder is on the same line as the sportswoman, and it is on Number 6.",2,,,,,X53_9_1.jpg,X53_9_2.jpg
3,53,X59,"The trumpeter is on Number 3, and he is above the scarf.",1,,,,,X59_9_1.jpg,X59_9_2.jpg
3,54,19,The mechanic next to the priest is on Number 4.,2,0,1,two boxes,match,E19_1_1.jpg,E19_1_2.jpg
3,55,X34,"The harp is on Number 4, below the pigeon.",2,,,,,X34_9_1.jpg,X34_9_2.jpg
3,56,X65,There is a cake on Number 3.,1,,,,,X65_9_1.jpg,X65_9_2.jpg
3,57,9,The boxer above the fortune-teller is on Number 2.,1,1,4,one box,mismatch,E09_4_1.jpg,E09_4_2.jpg
3,58,X58,"The stapler is on Number 3, above the cowboy.",1,,,,,X58_9_1.jpg,X58_9_2.jpg
3,59,X38,"The panda is on Number 5, below the sponge and the koala.",2,,,,,X38_9_1.jpg,X38_9_2.jpg
3,60,10,The wizard next to the florist is on Number 6.,2,1,2,two boxes,mismatch,E10_2_1.jpg,E10_2_2.jpg
3,61,X23,"The golfer is on Number 1, and it is above the screw.",2,,,,,X23_9_1.jpg,X23_9_2.jpg
3,62,X17,The charger is on Number 6 and the chef is on Number 4.,1,,,,,X17_9_1.jpg,X17_9_2.jpg
3,63,39,The cheerleader below the housekeeper is on Number 4.,1,0,3,one box,match,E39_3_1.jpg,E39_3_2.jpg
3,64,X36,The horse and the computer are above the orange.,2,,,,,X36_9_1.jpg,X36_9_2.jpg
3,65,X03,On Number 5 there is a cactus.,1,,,,,X03_9_1.jpg,X03_9_2.jpg
3,66,1,The prince next to the cashier is on Number 3.,1,1,4,one box,mismatch,E01_4_1.jpg,E01_4_2.jpg
3,67,X48,"The baby is on Number 1, and it is on the same line as the calculator.",1,,,,,X48_9_1.jpg,X48_9_2.jpg
3,68,X01,"The shell is on Number 6, and it is below the basil and the oven.",2,,,,,X01_9_1.jpg,X01_9_2.jpg
3,69,8,The hairdresser next to the groom is on Number 1.,2,1,2,two boxes,mismatch,E08_2_1.jpg,E08_2_2.jpg
3,70,X50,There is a CD on Number 5.,1,,,,,X50_9_1.jpg,X50_9_2.jpg
3,71,X18,"The bee is on Number 1, above the police man and the chocolate.",2,,,,,X18_9_1.jpg,X18_9_2.jpg
3,72,30,The fortune-teller below the ballerina is on Number 5.,1,0,3,one box,match,E30_3_1.jpg,E30_3_2.jpg
3,73,X47,The gift is on Number 5.,1,,,,,X47_9_1.jpg,X47_9_2.jpg
3,74,X05,The lion and the slide are below the drum kit.,2,,,,,X05_9_1.jpg,X05_9_2.jpg
3,75,13,The dame below the secretary is on Number 5.,2,0,1,two boxes,match,E13_1_1.jpg,E13_1_2.jpg
3,76,X14,On Number 6 there is a magician.,1,,,,,X14_9_1.jpg,X14_9_2.jpg
3,77,X54,There is a stairway on Number 4.,1,,,,,X54_9_1.jpg,X54_9_2.jpg
3,78,29,The general next to the miner is on Number 1.,1,0,3,one box,match,E29_3_1.jpg,E29_3_2.jpg
3,79,X33,"The monk is on Number 3, above the volley player and the prune.",2,,,,,X33_9_1.jpg,X33_9_2.jpg
3,80,X35,"The cow is on Number 5, and it is below the dentist.",1,,,,,X35_9_1.jpg,X35_9_2.jpg
3,81,6,The soldier above the cheerleader is on Number 3.,1,1,4,one box,mismatch,E06_4_1.jpg,E06_4_2.jpg
3,82,X39,The crown and the clown are below the jester.,2,,,,,X39_9_1.jpg,X39_9_2.jpg
3,83,X44,"The leaf is on Number 5, below the pope.",1,,,,,X44_9_1.jpg,X44_9_2.jpg
3,84,28,The witch below the firefighter is on Number 4.,2,1,2,two boxes,mismatch,E28_2_1.jpg,E28_2_2.jpg
3,85,X37,On Number 3 there is a post-it.,1,,,,,X37_9_1.jpg,X37_9_2.jpg
3,86,X42,"The bamboo is on Number 1, above the printer.",2,,,,,X42_9_1.jpg,X42_9_2.jpg
3,87,35,The makeup artist above the nun is on Number 1.,2,0,1,two boxes,match,E35_1_1.jpg,E35_1_2.jpg
3,88,X60,The pirate is on Number 3 above the door.,1,,,,,X60_9_1.jpg,X60_9_2.jpg
3,89,X57,"The astronaut is on Number 3, on the same line as the light bulb.",2,,,,,X57_9_1.jpg,X57_9_2.jpg
3,90,32,The housekeeper above the footballer is on Number 1.,1,1,4,one box,mismatch,E32_4_1.jpg,E32_4_2.jpg
3,91,X63,The bus is on Number 5.,1,,,,,X63_9_1.jpg,X63_9_2.jpg
3,92,X49,"The refrigerator is on Number 6, below the ant.",1,,,,,X49_9_1.jpg,X49_9_2.jpg
3,93,27,The bellboy next to the dame is on Number 2.,2,1,2,two boxes,mismatch,E27_2_1.jpg,E27_2_2.jpg
3,94,X46,The lid is below the swimmer and the Viking.,2,,,,,X46_9_1.jpg,X46_9_2.jpg
3,95,X64,There is an elephant on Number 1.,1,,,,,X64_9_1.jpg,X64_9_2.jpg
3,96,17,The bride next to the hairdresser is on Number 4.,2,0,1,two boxes,match,E17_1_1.jpg,E17_1_2.jpg
3,97,X71,"The pig is on Number 6, below the mug.",2,,,,,X71_9_1.jpg,X71_9_2.jpg
3,98,X43,The umbrella is above the jug that is on Number 6. ,1,,,,,X43_9_1.jpg,X43_9_2.jpg
3,99,26,The boy above the grandfather is on Number 2.,1,0,3,one box,match,E26_3_1.jpg,E26_3_2.jpg
3,100,X29,"Next to the skater, there is a cocktail on Number 2.",1,,,,,X29_9_1.jpg,X29_9_2.jpg
3,101,X45,"The nut is on Number 3, and it is above the gladiator and the microwave.",2,,,,,X45_9_1.jpg,X45_9_2.jpg
3,102,34,The nun next to the mechanic is on Number 3.,2,1,2,two boxes,mismatch,E34_2_1.jpg,E34_2_2.jpg
3,103,X66,The rugby player is on Number 2.,1,,,,,X66_9_1.jpg,X66_9_2.jpg
3,104,X12,"There is a screen on Number 4, below the stewardess and the coat hanger.",2,,,,,X12_9_1.jpg,X12_9_2.jpg
3,105,33,The miner below the nymph is on Number 6.,1,1,4,one box,mismatch,E33_4_1.jpg,E33_4_2.jpg
3,106,X68,There is a radiator on the same line as the waitress.,1,,,,,X68_9_1.jpg,X68_9_2.jpg
3,107,X76,"The iron and the squirrel are above the rope, which is on Number 6.",2,,,,,X76_9_1.jpg,X76_9_2.jpg
3,108,14,The sheriff next to the boxer is on Number 6.,1,0,3,one box,match,E14_3_1.jpg,E14_3_2.jpg
3,109,X67,"The tweezers are on Number 4, on the same line as the hunter.",1,,,,,X67_9_1.jpg,X67_9_2.jpg
3,110,X70,The microphone is on Number 1.,2,,,,,X70_9_1.jpg,X70_9_2.jpg
3,111,12,The firefighter next to the wizard is on Number 2.,2,0,1,two boxes,match,E12_1_1.jpg,E12_1_2.jpg
3,112,X07,"The Indian is on Number 2, next to the nail.",1,,,,,X07_9_1.jpg,X07_9_2.jpg
3,113,X61,"The hedgehog is on Number 3, above the watermelon.",2,,,,,X61_9_1.jpg,X61_9_2.jpg
3,114,X73,"On the same line as the painter, there is a pizza.",1,,,,,X73_9_1.jpg,X73_9_2.jpg
3,115,23,The princess next to the bricklayer is on Number 5.,1,1,4,one box,mismatch,E23_4_1.jpg,E23_4_2.jpg
3,116,X75,"The lock is on Number 2, above the shopping cart and the whistle.",1,,,,,X75_9_1.jpg,X75_9_2.jpg
3,117,X11,"The plant is on Number 4, below the crocodile and the lighter.",2,,,,,X11_9_1.jpg,X11_9_2.jpg
3,118,38,The knight above the bellboy is on Number 2.,2,0,1,two boxes,match,E38_1_1.jpg,E38_1_2.jpg
3,119,X51,On Number 6 there is an eagle.,1,,,,,X51_9_1.jpg,X51_9_2.jpg
3,120,X04,"On Number 5, below the scooter, there is a singer.",2,,,,,X04_9_1.jpg,X04_9_2.jpg
3,121,X77,The lemon is on Number 4.,1,,,,,X77_9_1.jpg,X77_9_2.jpg
3,122,21,The queen below the sailor is on Number 6.,2,1,2,two boxes,mismatch,E21_2_1.jpg,E21_2_2.jpg
3,123,X78,"The candle is on Number 3, above the beekeeper.",2,,,,,X78_9_1.jpg,X78_9_2.jpg
3,124,X06,"The bath tub is on Number 2, above the biscuit and the bouncer.",1,,,,,X06_9_1.jpg,X06_9_2.jpg
3,125,X74,"On Number 2, there is a stool.",1,,,,,X74_9_1.jpg,X74_9_2.jpg
3,126,20,The nymph next to the dressmaker is on Number 5.,1,0,3,one box,match,E20_3_1.jpg,E20_3_2.jpg
4,2,P1,The swimmer is below the drill.,,,,,,Filler1.jpg,Filler2.jpg
4,3,P2,The monkey next to the grapes is on Number 2.,,,,,,P2_1.jpg,P2_2.jpg
4,4,P4,The woman above the piano and the coat is on Number 1.,,,,,,P4_1.jpg,P4_2.jpg
4,5,X09,The delivery man is on the same line as the hand.,2,,,,,X09_9_1.jpg,X09_9_2.jpg
4,6,P6,The waiter is on number 5 and he is below the pipe.,1,,,,,P6_1.jpg,P6_2.jpg
4,7,X62,The teacher is on Number 5.,1,,,,,X62_9_1.jpg,X62_9_2.jpg
4,8,22,The grandfather below the girl is on Number 4.,2,1,2,two boxes,mismatch,E22_2_1.jpg,E22_2_2.jpg
4,9,X20,The diamond is next to the earth.,2,,,,,X20_9_1.jpg,X20_9_2.jpg
4,10,X41,"On Number 5, there is a helmet.",1,,,,,X41_9_1.jpg,X41_9_2.jpg
4,11,25,The fairy below the queen is on Number 4.,1,0,3,one box,match,E25_3_1.jpg,E25_3_2.jpg
4,12,P5,The tractor below the wheelbarrow is on Number 4.,2,,,,,P5_1.jpg,P5_2.jpg
4,13,37,The barber next to the bride is on Number 3.,1,1,4,one box,mismatch,E37_4_1.jpg,E37_4_2.jpg
4,14,X69,"The surgeon and the hamster are above the pot, which is on Number 4.",1,,,,,X69_9_1.jpg,X69_9_2.jpg
4,15,24,The cashier next to the princess is on Number 2.,2,0,1,two boxes,match,E24_1_1.jpg,E24_1_2.jpg
4,16,X27,The olive is above the cat.,2,,,,,X27_9_1.jpg,X27_9_2.jpg
4,17,X55,There is a pineapple on Number 3.,1,,,,,X55_9_1.jpg,X55_9_2.jpg
4,18,15,The priest next to the makeup artist is on Number 5.,1,1,4,one box,mismatch,E15_4_1.jpg,E15_4_2.jpg
4,19,X31,The socket is next to the detective.,1,,,,,X31_9_1.jpg,X31_9_2.jpg
4,20,X15,"The moon is on Number 1, above the camera and the train.",2,,,,,X15_9_1.jpg,X15_9_2.jpg
4,21,31,The ballerina next to the sheriff is on Number 6.,2,1,2,two boxes,mismatch,E31_2_1.jpg,E31_2_2.jpg
4,22,X02,The keyboard is on Number 3.,1,,,,,X02_9_1.jpg,X02_9_2.jpg
4,23,X52,"Below the goat, the dog is on Number 5.",2,,,,,X52_9_1.jpg,X52_9_2.jpg
4,24,4,The bricklayer below the prince is on Number 4.,2,0,1,two boxes,match,E04_1_1.jpg,E04_1_2.jpg
4,25,X26,On Number 3 there is a broom.,1,,,,,X26_9_1.jpg,X26_9_2.jpg
4,26,X08,"The spoon is on Number 2, above the sheep.",2,,,,,X08_9_1.jpg,X08_9_2.jpg
4,27,2,The sailor above the king is on Number 2.,1,0,3,one box,match,E02_3_1.jpg,E02_3_2.jpg
4,28,X80,The daisy is next to the lifeguard.,2,,,,,X80_9_1.jpg,X80_9_2.jpg
4,29,X13,The comb is on Number 3.,1,,,,,X13_9_1.jpg,X13_9_2.jpg
4,30,5,The secretary below the knight is on Number 6.,1,1,4,one box,mismatch,E05_4_1.jpg,E05_4_2.jpg
4,31,X32,There is a giraffe on the same line as the van.,2,,,,,X32_9_1.jpg,X32_9_2.jpg
4,32,X24,The book is on Number 4.,1,,,,,X24_9_1.jpg,X24_9_2.jpg
4,33,40,The groom next to the barber is on Number 3.,1,0,3,one box,match,E40_3_1.jpg,E40_3_2.jpg
4,34,X40,"There is a swing above the thief, and it is on Number 1.",1,,,,,X40_9_1.jpg,X40_9_2.jpg
4,35,X21,The interphone is on Number 3.,2,,,,,X21_9_1.jpg,X21_9_2.jpg
4,36,3,The girl next to the grandmother is on Number 1.,2,0,1,two boxes,match,E03_1_1.jpg,E03_1_2.jpg
4,37,X79,The envelope is on Number 5.,1,,,,,X79_9_1.jpg,X79_9_2.jpg
4,38,X22,"The ladybug is on Number 2, above the headphones and the canary.",2,,,,,X22_9_1.jpg,X22_9_2.jpg
4,39,18,The dressmaker above the general is on Number 3.,2,1,2,two boxes,mismatch,E18_2_1.jpg,E18_2_2.jpg
4,40,X19,The turtle is on Number 5 and it is next to the gardener.,1,,,,,X19_9_1.jpg,X19_9_2.jpg
4,41,X56,"The pilot is below the carrot, and he is on Number 6.",2,,,,,X56_9_1.jpg,X56_9_2.jpg
4,42,16,The footballer above the soldier is on Number 1.,2,0,1,two boxes,match,E16_1_1.jpg,E16_1_2.jpg
4,43,X25,On Number 5 there is a phone.,1,,,,,X25_9_1.jpg,X25_9_2.jpg
4,44,X10,"The doll is on Number 6, on the same line as the electrician.",2,,,,,X10_9_1.jpg,X10_9_2.jpg
4,45,36,The florist below the witch is on Number 4.,1,0,3,one box,match,E36_3_1.jpg,E36_3_2.jpg
4,46,X28,On Number 3 there is a bag.,1,,,,,X28_9_1.jpg,X28_9_2.jpg
4,47,X72,The kennel is next to the rooster and it is on Number 6.,2,,,,,X72_9_1.jpg,X72_9_2.jpg
4,48,7,The king above the fairy is on Number 1.,1,1,4,one box,mismatch,E07_4_1.jpg,E07_4_2.jpg
4,49,X30,"The shower is on Number 4, below the pharaoh.",1,,,,,X30_9_1.jpg,X30_9_2.jpg
4,50,X16,There is a croissant on Number 5.,1,,,,,X16_9_1.jpg,X16_9_2.jpg
4,51,11,The grandmother below the boy is on Number 5.,2,1,2,two boxes,mismatch,E11_2_1.jpg,E11_2_2.jpg
4,52,X53,"The folder is on the same line as the sportswoman, and it is on Number 6.",2,,,,,X53_9_1.jpg,X53_9_2.jpg
4,53,X59,"The trumpeter is on Number 3, and he is above the scarf.",1,,,,,X59_9_1.jpg,X59_9_2.jpg
4,54,19,The mechanic next to the priest is on Number 4.,1,0,3,one box,match,E19_3_1.jpg,E19_3_2.jpg
4,55,X34,"The harp is on Number 4, below the pigeon.",2,,,,,X34_9_1.jpg,X34_9_2.jpg
4,56,X65,There is a cake on Number 3.,1,,,,,X65_9_1.jpg,X65_9_2.jpg
4,57,9,The boxer above the fortune-teller is on Number 2.,2,1,2,two boxes,mismatch,E09_2_1.jpg,E09_2_2.jpg
4,58,X58,"The stapler is on Number 3, above the cowboy.",1,,,,,X58_9_1.jpg,X58_9_2.jpg
4,59,X38,"The panda is on Number 5, below the sponge and the koala.",2,,,,,X38_9_1.jpg,X38_9_2.jpg
4,60,10,The wizard next to the florist is on Number 6.,1,1,4,one box,mismatch,E10_4_1.jpg,E10_4_2.jpg
4,61,X23,"The golfer is on Number 1, and it is above the screw.",2,,,,,X23_9_1.jpg,X23_9_2.jpg
4,62,X17,The charger is on Number 6 and the chef is on Number 4.,1,,,,,X17_9_1.jpg,X17_9_2.jpg
4,63,39,The cheerleader below the housekeeper is on Number 4.,2,0,1,two boxes,match,E39_1_1.jpg,E39_1_2.jpg
4,64,X36,The horse and the computer are above the orange.,2,,,,,X36_9_1.jpg,X36_9_2.jpg
4,65,X03,On Number 5 there is a cactus.,1,,,,,X03_9_1.jpg,X03_9_2.jpg
4,66,1,The prince next to the cashier is on Number 3.,2,1,2,two boxes,mismatch,E01_2_1.jpg,E01_2_2.jpg
4,67,X48,"The baby is on Number 1, and it is on the same line as the calculator.",1,,,,,X48_9_1.jpg,X48_9_2.jpg
4,68,X01,"The shell is on Number 6, and it is below the basil and the oven.",2,,,,,X01_9_1.jpg,X01_9_2.jpg
4,69,8,The hairdresser next to the groom is on Number 1.,1,1,4,one box,mismatch,E08_4_1.jpg,E08_4_2.jpg
4,70,X50,There is a CD on Number 5.,1,,,,,X50_9_1.jpg,X50_9_2.jpg
4,71,X18,"The bee is on Number 1, above the police man and the chocolate.",2,,,,,X18_9_1.jpg,X18_9_2.jpg
4,72,30,The fortune-teller below the ballerina is on Number 5.,2,0,1,two boxes,match,E30_1_1.jpg,E30_1_2.jpg
4,73,X47,The gift is on Number 5.,1,,,,,X47_9_1.jpg,X47_9_2.jpg
4,74,X05,The lion and the slide are below the drum kit.,2,,,,,X05_9_1.jpg,X05_9_2.jpg
4,75,13,The dame below the secretary is on Number 5.,1,0,3,one box,match,E13_3_1.jpg,E13_3_2.jpg
4,76,X14,On Number 6 there is a magician.,1,,,,,X14_9_1.jpg,X14_9_2.jpg
4,77,X54,There is a stairway on Number 4.,1,,,,,X54_9_1.jpg,X54_9_2.jpg
4,78,29,The general next to the miner is on Number 1.,2,0,1,two boxes,match,E29_1_1.jpg,E29_1_2.jpg
4,79,X33,"The monk is on Number 3, above the volley player and the prune.",2,,,,,X33_9_1.jpg,X33_9_2.jpg
4,80,X35,"The cow is on Number 5, and it is below the dentist.",1,,,,,X35_9_1.jpg,X35_9_2.jpg
4,81,6,The soldier above the cheerleader is on Number 3.,2,1,2,two boxes,mismatch,E06_2_1.jpg,E06_2_2.jpg
4,82,X39,The crown and the clown are below the jester.,2,,,,,X39_9_1.jpg,X39_9_2.jpg
4,83,X44,"The leaf is on Number 5, below the pope.",1,,,,,X44_9_1.jpg,X44_9_2.jpg
4,84,28,The witch below the firefighter is on Number 4.,1,1,4,one box,mismatch,E28_4_1.jpg,E28_4_2.jpg
4,85,X37,On Number 3 there is a post-it.,1,,,,,X37_9_1.jpg,X37_9_2.jpg
4,86,X42,"The bamboo is on Number 1, above the printer.",2,,,,,X42_9_1.jpg,X42_9_2.jpg
4,87,35,The makeup artist above the nun is on Number 1.,1,0,3,one box,match,E35_3_1.jpg,E35_3_2.jpg
4,88,X60,The pirate is on Number 3 above the door.,1,,,,,X60_9_1.jpg,X60_9_2.jpg
4,89,X57,"The astronaut is on Number 3, on the same line as the light bulb.",2,,,,,X57_9_1.jpg,X57_9_2.jpg
4,90,32,The housekeeper above the footballer is on Number 1.,2,1,2,two boxes,mismatch,E32_2_1.jpg,E32_2_2.jpg
4,91,X63,The bus is on Number 5.,1,,,,,X63_9_1.jpg,X63_9_2.jpg
4,92,X49,"The refrigerator is on Number 6, below the ant.",1,,,,,X49_9_1.jpg,X49_9_2.jpg
4,93,27,The bellboy next to the dame is on Number 2.,1,1,4,one box,mismatch,E27_4_1.jpg,E27_4_2.jpg
4,94,X46,The lid is below the swimmer and the Viking.,2,,,,,X46_9_1.jpg,X46_9_2.jpg
4,95,X64,There is an elephant on Number 1.,1,,,,,X64_9_1.jpg,X64_9_2.jpg
4,96,17,The bride next to the hairdresser is on Number 4.,1,0,3,one box,match,E17_3_1.jpg,E17_3_2.jpg
4,97,X71,"The pig is on Number 6, below the mug.",2,,,,,X71_9_1.jpg,X71_9_2.jpg
4,98,X43,The umbrella is above the jug that is on Number 6. ,1,,,,,X43_9_1.jpg,X43_9_2.jpg
4,99,26,The boy above the grandfather is on Number 2.,2,0,1,two boxes,match,E26_1_1.jpg,E26_1_2.jpg
4,100,X29,"Next to the skater, there is a cocktail on Number 2.",1,,,,,X29_9_1.jpg,X29_9_2.jpg
4,101,X45,"The nut is on Number 3, and it is above the gladiator and the microwave.",2,,,,,X45_9_1.jpg,X45_9_2.jpg
4,102,34,The nun next to the mechanic is on Number 3.,1,1,4,one box,mismatch,E34_4_1.jpg,E34_4_2.jpg
4,103,X66,The rugby player is on Number 2.,1,,,,,X66_9_1.jpg,X66_9_2.jpg
4,104,X12,"There is a screen on Number 4, below the stewardess and the coat hanger.",2,,,,,X12_9_1.jpg,X12_9_2.jpg
4,105,33,The miner below the nymph is on Number 6.,2,1,2,two boxes,mismatch,E33_2_1.jpg,E33_2_2.jpg
4,106,X68,There is a radiator on the same line as the waitress.,1,,,,,X68_9_1.jpg,X68_9_2.jpg
4,107,X76,"The iron and the squirrel are above the rope, which is on Number 6.",2,,,,,X76_9_1.jpg,X76_9_2.jpg
4,108,14,The sheriff next to the boxer is on Number 6.,2,0,1,two boxes,match,E14_1_1.jpg,E14_1_2.jpg
4,109,X67,"The tweezers are on Number 4, on the same line as the hunter.",1,,,,,X67_9_1.jpg,X67_9_2.jpg
4,110,X70,The microphone is on Number 1.,2,,,,,X70_9_1.jpg,X70_9_2.jpg
4,111,12,The firefighter next to the wizard is on Number 2.,1,0,3,one box,match,E12_3_1.jpg,E12_3_2.jpg
4,112,X07,"The Indian is on Number 2, next to the nail.",1,,,,,X07_9_1.jpg,X07_9_2.jpg
4,113,X61,"The hedgehog is on Number 3, above the watermelon.",2,,,,,X61_9_1.jpg,X61_9_2.jpg
4,114,X73,"On the same line as the painter, there is a pizza.",1,,,,,X73_9_1.jpg,X73_9_2.jpg
4,115,23,The princess next to the bricklayer is on Number 5.,2,1,2,two boxes,mismatch,E23_2_1.jpg,E23_2_2.jpg
4,116,X75,"The lock is on Number 2, above the shopping cart and the whistle.",1,,,,,X75_9_1.jpg,X75_9_2.jpg
4,117,X11,"The plant is on Number 4, below the crocodile and the lighter.",2,,,,,X11_9_1.jpg,X11_9_2.jpg
4,118,38,The knight above the bellboy is on Number 2.,1,0,3,one box,match,E38_3_1.jpg,E38_3_2.jpg
4,119,X51,On Number 6 there is an eagle.,1,,,,,X51_9_1.jpg,X51_9_2.jpg
4,120,X04,"On Number 5, below the scooter, there is a singer.",2,,,,,X04_9_1.jpg,X04_9_2.jpg
4,121,X77,The lemon is on Number 4.,1,,,,,X77_9_1.jpg,X77_9_2.jpg
4,122,21,The queen below the sailor is on Number 6.,1,1,4,one box,mismatch,E21_4_1.jpg,E21_4_2.jpg
4,123,X78,"The candle is on Number 3, above the beekeeper.",2,,,,,X78_9_1.jpg,X78_9_2.jpg
4,124,X06,"The bath tub is on Number 2, above the biscuit and the bouncer.",1,,,,,X06_9_1.jpg,X06_9_2.jpg
4,125,X74,"On Number 2, there is a stool.",1,,,,,X74_9_1.jpg,X74_9_2.jpg
4,126,20,The nymph next to the dressmaker is on Number 5.,2,0,1,two boxes,match,E20_1_1.jpg,E20_1_2.jpg
